id,price,accommodates,bedrooms,number_of_reviews,room_type
40090477,371.0,2,1.0,183,Private room
1326338399412078934,2664.0,10,5.0,3,Entire home/apt
23958007,1990.0,2,1.0,46,Entire home/apt
44167791,1690.0,2,1.0,19,Entire home/apt
24579326,1370.0,4,2.0,52,Entire home/apt
1226461364519982414,1962.0,4,2.0,5,Entire home/apt
840655685402463111,1260.0,4,1.0,57,Entire home/apt
16192021,1155.0,3,2.0,58,Entire home/apt
810969990602882045,1115.0,2,1.0,40,Entire home/apt
1298016030464124014,1465.0,4,2.0,41,Entire home/apt
8145972,1212.0,2,1.0,34,Entire home/apt
14429731,749.0,1,1.0,32,Private room
705266355737811539,1717.0,3,2.0,65,Entire home/apt
44307450,507.0,5,1.0,58,Entire home/apt
46050505,763.0,2,1.0,114,Entire home/apt
1465543474201697355,1943.0,4,2.0,1,Entire home/apt
1111938337583085760,673.0,2,1.0,55,Private room
1458126022371872340,298.0,2,1.0,0,Private room
1240941856647220613,615.0,4,2.0,26,Entire home/apt
1466750049075815632,441.0,2,1.0,1,Private room
601645425889748097,4429.0,10,5.0,130,Entire home/apt
22269454,1000.0,4,2.0,61,Entire home/apt
844155100011776411,785.0,2,1.0,38,Entire home/apt
36600569,1815.0,6,2.0,145,Entire home/apt
34153691,2127.0,5,2.0,56,Entire home/apt
1286284543423197239,599.0,1,1.0,2,Private room
1392917074721252315,527.0,2,1.0,26,Entire home/apt
936487419623787533,1600.0,4,2.0,1,Entire home/apt
838728681701688288,1327.0,5,1.0,54,Entire home/apt
17192399,6096.0,6,3.0,5,Entire home/apt
23652527,884.0,2,1.0,451,Entire home/apt
1329260229484495151,505.0,1,1.0,1,Private room
682180906371904585,448.0,1,1.0,8,Private room
1297265583815357487,873.0,4,2.0,41,Entire home/apt
40406114,1054.0,6,3.0,198,Entire home/apt
1442981713769678066,1500.0,2,1.0,0,Private room
46915861,740.0,2,1.0,277,Entire home/apt
49844089,1511.0,4,2.0,45,Entire home/apt
54295051,1199.0,2,1.0,76,Entire home/apt
889161199667465177,1063.0,4,2.0,98,Entire home/apt
51508394,1986.0,4,2.0,27,Entire home/apt
709492631300235666,1051.0,5,2.0,10,Entire home/apt
790067260763043824,1125.0,2,1.0,43,Entire home/apt
1294392083774770397,792.0,7,2.0,0,Private room
1232703300052611157,3505.0,6,3.0,8,Entire home/apt
1019130022170951815,1903.0,2,1.0,1,Private room
1203059755952741032,1269.0,4,2.0,56,Entire home/apt
1404377943325055688,2943.0,2,1.0,13,Entire home/apt
53608807,1346.0,4,1.0,85,Entire home/apt
1736063,2228.0,2,1.0,66,Hotel room
1339381259320710593,1373.0,2,1.0,5,Entire home/apt
1121292439848276765,1324.0,3,1.0,36,Entire home/apt
1431371478295643382,469.0,1,1.0,2,Private room
671245147937049221,643.0,2,1.0,512,Entire home/apt
562555138496061668,1140.0,4,1.0,69,Entire home/apt
1453758101542481901,1840.0,6,2.0,1,Entire home/apt
46748604,998.0,4,2.0,62,Entire home/apt
832157917787861094,419.0,2,1.0,116,Entire home/apt
32496276,491.0,2,1.0,367,Entire home/apt
44321985,3066.0,2,4.0,7,Private room
1318260227811620092,5629.0,4,2.0,22,Entire home/apt
579068037739549066,8560.0,10,4.0,0,Entire home/apt
1325550287467304470,750.0,3,1.0,6,Entire home/apt
43527513,27575.0,10,3.0,0,Entire home/apt
33305033,1018.0,4,2.0,112,Entire home/apt
620958604643739557,690.0,2,0.0,22,Private room
21957404,216.0,1,1.0,37,Private room
1486367685183790119,1296.0,3,1.0,6,Entire home/apt
5193446,1260.0,4,2.0,16,Entire home/apt
904286909850388412,4389.0,4,2.0,6,Entire home/apt
1264560037495748479,1044.0,3,1.0,78,Entire home/apt
560186585295570175,934.0,2,1.0,87,Entire home/apt
692869743377792739,2500.0,6,2.0,63,Entire home/apt
33040560,1035.0,3,1.0,114,Entire home/apt
1031424309320033628,784.0,4,2.0,57,Entire home/apt
1286235862613038045,500.0,2,1.0,26,Private room
1334930122486428650,1039.0,2,1.0,29,Entire home/apt
1487078273450653372,3804.0,8,4.0,1,Entire home/apt
793613955354456092,292.0,1,1.0,1,Entire home/apt
17703494,2120.0,5,3.0,64,Entire home/apt
614537244987186356,5480.0,8,3.0,87,Entire home/apt
19811388,978.0,4,2.0,66,Entire home/apt
43785896,1653.0,4,2.0,102,Entire home/apt
1289454581225514133,2600.0,2,1.0,13,Entire home/apt
51905836,3244.0,2,1.0,1,Private room
23839272,1627.0,2,1.0,35,Private room
741600159571099515,330.0,2,1.0,0,Private room
1476891095684280350,1287.0,3,1.0,4,Entire home/apt
1184480619452297358,575.0,1,1.0,83,Shared room
1490846795609022676,427.0,4,1.0,6,Private room
949427693653842865,1374.0,6,2.0,19,Entire home/apt
1379090233700252657,1874.0,5,2.0,32,Entire home/apt
1061020909928317485,1033.0,4,2.0,49,Entire home/apt
1287904992525847998,3381.0,2,1.0,9,Entire home/apt
51707320,724.0,1,1.0,6,Private room
1404594478276994688,1105.0,5,1.0,1,Private room
22010964,428.0,2,1.0,48,Private room
21448160,1145.0,4,1.0,12,Entire home/apt
733155408834700771,4178.0,6,3.0,34,Entire home/apt
926836338525637648,550.0,2,2.0,16,Entire home/apt
946689750076766948,466.0,2,1.0,17,Private room
48266886,529.0,2,1.0,102,Entire home/apt
1488863063984303418,1458.0,4,2.0,1,Entire home/apt
48439142,5580.0,8,2.0,1,Entire home/apt
37916851,755.0,2,1.0,297,Entire home/apt
938498037498662881,495.0,1,8.0,3,Private room
1182862745474775924,710.0,2,1.0,5,Entire home/apt
694440755710945610,846.0,4,2.0,28,Entire home/apt
49366753,630.0,3,1.0,35,Entire home/apt
1000205375565418956,905.0,2,1.0,68,Private room
1112472788574482186,705.0,2,1.0,22,Private room
997867252077935366,290.0,2,1.0,4,Private room
820937203877257956,1982.0,6,2.0,30,Entire home/apt
13701449,836.0,2,1.0,63,Private room
1406724767455482143,2160.0,4,1.0,1,Entire home/apt
45146492,602.0,4,2.0,213,Entire home/apt
968135196869175149,1739.0,9,3.0,130,Entire home/apt
1036274837772275004,962.0,4,1.0,5,Entire home/apt
1317570025462880663,1539.0,5,2.0,17,Entire home/apt
1010173872598293928,11572.0,16,5.0,3,Entire home/apt
2537521,3538.0,4,2.0,196,Entire home/apt
650772358845400892,1461.0,3,1.0,108,Entire home/apt
1473306738263262338,1080.0,2,1.0,5,Entire home/apt
1018300981623005278,528.0,2,1.0,95,Private room
632779352117481763,500.0,2,1.0,1,Private room
1171687638662203439,49999.0,4,1.0,0,Entire home/apt
44052462,618.0,1,1.0,123,Entire home/apt
676186459565417687,503.0,1,1.0,13,Private room
810952662727574889,1000.0,2,1.0,4,Private room
38642146,503.0,2,1.0,105,Private room
1232610897176804000,1157.0,2,1.0,75,Entire home/apt
26741934,554.0,2,1.0,7,Private room
953139713898592172,2010.0,4,1.0,52,Entire home/apt
1378435423629619737,1735.0,2,1.0,1,Private room
1010179615937141776,1241.0,4,1.0,142,Entire home/apt
795828236811277678,450.0,1,1.0,8,Private room
1371339499360124706,431.0,2,1.0,1,Private room
862982439337733278,773.0,4,1.0,109,Entire home/apt
50719574,1234.0,5,3.0,18,Entire home/apt
45441287,500.0,1,1.0,26,Private room
19719341,850.0,3,1.0,215,Entire home/apt
1272493396505482320,1350.0,3,2.0,9,Entire home/apt
1489316128677258107,2222.0,5,2.0,0,Entire home/apt
35117206,1704.0,2,1.0,0,Private room
1034217126754339634,600.0,1,1.0,0,Private room
1222440474959067728,1955.0,7,2.0,0,Entire home/apt
791593209070994685,2112.0,4,2.0,79,Entire home/apt
762424198605037394,1123.0,2,1.0,49,Private room
21058487,540.0,1,1.0,8,Private room
1131997429012488197,1222.0,6,3.0,4,Entire home/apt
1451733021507605073,1100.0,4,2.0,6,Entire home/apt
1330581661964690140,2669.0,2,1.0,0,Entire home/apt
25806402,500.0,1,1.0,0,Entire home/apt
1142701671750529976,305.0,2,1.0,133,Private room
50613328,792.0,3,1.0,154,Entire home/apt
1134408488239673270,1981.0,2,1.0,13,Entire home/apt
903541974479721374,599.0,4,0.0,6,Entire home/apt
555147346098265047,2219.0,4,2.0,173,Entire home/apt
944790927688781970,808.0,4,3.0,1,Entire home/apt
1040831782173818655,1068.0,5,2.0,51,Entire home/apt
1401820469572814482,618.0,1,1.0,0,Private room
48866589,870.0,4,1.0,82,Entire home/apt
1183077379679766951,4246.0,2,1.0,1,Private room
588641176043074833,350.0,2,1.0,81,Private room
53571435,863.0,4,2.0,168,Entire home/apt
735406876299899587,1559.0,10,3.0,101,Entire home/apt
47993774,1959.0,2,1.0,43,Private room
855776182133790993,1810.0,6,3.0,32,Entire home/apt
33655036,427.0,10,0.0,2,Entire home/apt
48451357,664.0,2,1.0,1,Private room
40229764,2186.0,4,2.0,52,Entire home/apt
1098676959597163949,860.0,4,2.0,124,Entire home/apt
1177717365967661634,1210.0,4,2.0,69,Entire home/apt
48244491,1200.0,4,2.0,41,Entire home/apt
1244966377414528574,3194.0,3,1.0,0,Entire home/apt
1285099841594424475,1464.0,4,2.0,7,Entire home/apt
1495703124145844408,2668.0,4,2.0,1,Entire home/apt
772486881344294844,10271.0,8,0.0,0,Entire home/apt
934998093349590588,1515.0,3,1.0,5,Entire home/apt
45848462,787.0,2,1.0,83,Entire home/apt
577737619890658644,4257.0,6,3.0,80,Entire home/apt
985593652121959711,490.0,2,0.0,158,Private room
30586209,493.0,2,1.0,7,Entire home/apt
21935541,856.0,2,1.0,403,Private room
51284066,2187.0,2,1.0,40,Entire home/apt
53935491,1636.0,4,2.0,104,Entire home/apt
1364000187789358844,1646.0,4,2.0,11,Entire home/apt
579970081878632673,490.0,2,1.0,83,Entire home/apt
1493001851279381010,1537.0,2,0.0,5,Entire home/apt
46359514,1509.0,4,1.0,45,Entire home/apt
1334138929348333422,604.0,1,1.0,7,Private room
1224155949976060410,911.0,2,1.0,22,Entire home/apt
1267654140622494972,2035.0,6,3.0,23,Entire home/apt
42744100,845.0,3,2.0,30,Entire home/apt
42756903,845.0,2,1.0,36,Private room
990708048959850314,2251.0,6,2.0,133,Entire home/apt
1090308703273605764,1790.0,2,1.0,13,Entire home/apt
40117504,316.0,1,1.0,45,Private room
50934436,517.0,2,1.0,102,Entire home/apt
1190884079214352534,1024.0,4,2.0,35,Entire home/apt
1135700439431829646,1636.0,2,1.0,1,Private room
856026961711463013,285.0,2,1.0,33,Private room
23320841,949.0,2,1.0,593,Private room
577579046208453306,925.0,2,1.0,16,Entire home/apt
638522984842186128,750.0,3,1.0,2,Entire home/apt
950915196949960797,808.0,4,2.0,30,Entire home/apt
1087636,600.0,1,1.0,54,Private room
1206582341638598454,552.0,1,1.0,20,Private room
6501448,950.0,2,1.0,0,Entire home/apt
1468202063622053452,1471.0,4,2.0,5,Entire home/apt
1243774186630454656,945.0,1,1.0,5,Private room
1028205674320311382,1229.0,2,1.0,48,Entire home/apt
988630561350244954,4371.0,4,2.0,108,Entire home/apt
39127840,12841.0,2,1.0,1,Private room
1376287763624742778,842.0,1,1.0,0,Private room
1398179716824881239,465.0,2,1.0,7,Private room
1338570732122298274,1260.0,2,1.0,21,Private room
913256138160766114,627.0,2,1.0,43,Entire home/apt
785766602553470095,3082.0,5,2.0,27,Entire home/apt
785512660288439774,1508.0,2,1.0,128,Entire home/apt
43442676,1100.0,2,1.0,238,Entire home/apt
1480724847300546244,990.0,4,2.0,3,Entire home/apt
785824592964925986,714.0,2,1.0,109,Entire home/apt
1163779252109399723,1380.0,3,2.0,34,Entire home/apt
1024580415207646265,2633.0,6,3.0,93,Entire home/apt
762335896058784155,435.0,2,1.0,312,Private room
1321785920674577097,1272.0,3,1.0,5,Entire home/apt
1308333857857121784,1001.0,2,1.0,15,Entire home/apt
1198405864793233284,5777.0,16,5.0,23,Entire home/apt
48886031,700.0,2,1.0,119,Entire home/apt
51671510,843.0,2,1.0,34,Private room
998683981514315959,2344.0,3,1.0,4,Entire home/apt
35614971,1003.0,12,2.0,116,Entire home/apt
1500965442300514027,1633.0,5,2.0,0,Entire home/apt
943629182578700668,1826.0,5,2.0,53,Entire home/apt
1459070441126426242,1537.0,2,1.0,3,Entire home/apt
1442358739002204616,355.0,2,1.0,6,Entire home/apt
845594263605453877,1851.0,8,2.0,69,Entire home/apt
762341148160242673,750.0,3,2.0,70,Entire home/apt
1208081510898093327,1730.0,3,1.0,49,Entire home/apt
37780083,1106.0,4,0.0,40,Entire home/apt
11756821,752.0,3,2.0,81,Entire home/apt
31828519,1008.0,2,0.0,10,Private room
1279575526186143127,1204.0,4,2.0,63,Entire home/apt
609674542163386935,691.0,2,1.0,135,Private room
745074773656235490,1654.0,3,1.0,46,Entire home/apt
928485145762789087,192.0,1,1.0,21,Private room
1476658177705949084,268.0,2,1.0,1,Private room
863888842085710704,751.0,2,1.0,11,Private room
47578071,3986.0,4,2.0,34,Entire home/apt
48282013,926.0,2,1.0,14,Private room
1100410578227737829,1113.0,2,0.0,75,Entire home/apt
52990486,4400.0,2,1.0,6,Entire home/apt
1213011165625495467,692.0,2,1.0,17,Entire home/apt
48316262,2300.0,4,2.0,52,Entire home/apt
1280538124855205232,1300.0,2,1.0,0,Private room
904294480167359302,2494.0,4,2.0,8,Entire home/apt
893443106256388893,520.0,2,1.0,11,Private room
35127781,792.0,1,1.0,85,Entire home/apt
48360200,1235.0,5,3.0,137,Entire home/apt
38485685,1311.0,5,2.0,344,Entire home/apt
45217953,926.0,2,2.0,7,Entire home/apt
1042125288008192438,6012.0,6,3.0,42,Entire home/apt
555028304878202462,6296.0,4,2.0,7,Entire home/apt
37630362,1033.0,4,2.0,97,Entire home/apt
1473445496279753591,665.0,2,1.0,0,Private room
1374705104023434577,3577.0,6,1.0,1,Private room
1335502893133196339,1068.0,2,1.0,45,Entire home/apt
1453077005639409089,329.0,2,1.0,7,Private room
1369794531030947024,1993.0,6,2.0,16,Entire home/apt
1485887082892427472,1544.0,4,2.0,0,Entire home/apt
1178353705342112789,1243.0,4,2.0,7,Entire home/apt
51906664,699.0,4,2.0,7,Entire home/apt
41715067,523.0,2,1.0,4,Private room
1297088322011379559,184.0,3,1.0,3,Shared room
776276815418303687,6070.0,2,1.0,24,Entire home/apt
1354440315011926601,1178.0,5,2.0,1,Entire home/apt
41535216,4536.0,8,3.0,8,Entire home/apt
40261546,352.0,2,1.0,53,Private room
1442238377971710176,772.0,1,1.0,0,Private room
713221634981371256,1948.0,6,3.0,114,Entire home/apt
1405602249511099094,154.0,1,1.0,0,Shared room
1246757548038591767,1120.0,6,2.0,0,Entire home/apt
766605817665834145,1075.0,4,2.0,77,Entire home/apt
51506460,1710.0,6,2.0,43,Entire home/apt
563264915406104501,455.0,4,0.0,141,Entire home/apt
1482151786545892230,362.0,2,0.0,3,Shared room
710183197480949789,3908.0,6,3.0,20,Private room
51562674,1321.0,2,1.0,22,Entire home/apt
51284009,1577.0,2,1.0,70,Entire home/apt
953296450644582470,384.0,2,1.0,180,Private room
1136990989922802635,1350.0,2,1.0,7,Private room
1418056904411386802,540.0,1,1.0,7,Private room
40428414,512.0,2,1.0,68,Private room
902241695036628178,1547.0,6,2.0,36,Entire home/apt
51734580,838.0,2,1.0,162,Entire home/apt
17235569,1140.0,6,2.0,422,Entire home/apt
855255424443241473,3318.0,4,2.0,106,Entire home/apt
1105329372085661536,543.0,2,1.0,11,Private room
1364728794054395139,1489.0,4,1.0,3,Entire home/apt
1334834625618310741,784.0,1,1.0,5,Private room
1427155052779941899,5000.0,2,2.0,0,Private room
754653612223640149,1062.0,2,1.0,70,Entire home/apt
41559690,1400.0,11,3.0,138,Entire home/apt
623334188781623983,1347.0,4,3.0,4,Entire home/apt
604867283473609133,360.0,1,1.0,46,Private room
1233390196898558144,2203.0,4,2.0,20,Entire home/apt
763018702106242030,936.0,6,2.0,106,Entire home/apt
38855947,810.0,2,1.0,352,Entire home/apt
1213796565899450910,4706.0,16,5.0,41,Entire home/apt
778997772574451075,1900.0,2,1.0,2,Private room
1183992658635004821,471.0,2,0.0,74,Private room
1050969452740055061,399.0,2,1.0,0,Private room
52714005,2323.0,4,2.0,29,Entire home/apt
1045855246573613326,450.0,2,1.0,148,Private room
32642612,593.0,4,1.0,184,Private room
752093030028308114,1086.0,5,2.0,62,Entire home/apt
1499695503555262674,611.0,6,2.0,0,Entire home/apt
42026440,809.0,2,1.0,148,Private room
39755753,1089.0,1,1.0,1,Private room
1458109634961352334,815.0,4,2.0,6,Entire home/apt
1210350446126858677,881.0,2,1.0,74,Entire home/apt
1429880563110476867,2000.0,6,3.0,0,Entire home/apt
910367721313360873,2496.0,7,3.0,80,Entire home/apt
22867014,418.0,1,1.0,38,Private room
47007658,331.0,2,1.0,70,Private room
1116114588258961570,558.0,2,1.0,5,Private room
983276229139780845,3469.0,2,1.0,19,Entire home/apt
1400057846705864391,1310.0,5,2.0,33,Entire home/apt
41241672,720.0,2,0.0,103,Private room
817547561917473270,1388.0,5,2.0,99,Entire home/apt
33876114,528.0,1,1.0,3,Private room
1256026592163994433,1774.0,5,2.0,75,Entire home/apt
1095257265636270173,729.0,1,1.0,3,Private room
46947636,2980.0,2,1.0,136,Entire home/apt
741350070904514843,2356.0,3,1.0,24,Entire home/apt
1286402518790163059,2500.0,5,2.0,24,Entire home/apt
934881813989667122,2723.0,2,1.0,78,Entire home/apt
1099536119548627802,564.0,2,1.0,58,Private room
580577155155737702,1411.0,4,2.0,119,Entire home/apt
7894945,2558.0,6,2.0,9,Entire home/apt
7826731,974.0,2,1.0,39,Entire home/apt
637766653916175797,569.0,2,1.0,113,Private room
52761366,5799.0,14,5.0,32,Entire home/apt
778187457214350451,889.0,2,1.0,73,Entire home/apt
1266971833867392839,1411.0,2,1.0,40,Entire home/apt
1391453254189278419,2408.0,5,3.0,11,Entire home/apt
1002251450849653471,1349.0,4,2.0,96,Entire home/apt
1429920203744023199,2758.0,5,2.0,0,Entire home/apt
51501175,1001.0,5,2.0,210,Entire home/apt
51641666,675.0,2,0.0,128,Entire home/apt
1388649934197641482,1568.0,2,0.0,12,Entire home/apt
37564035,648.0,2,1.0,350,Entire home/apt
1496010186044778713,3080.0,4,2.0,0,Entire home/apt
988410345532227193,1984.0,4,1.0,3,Entire home/apt
603808094141008420,861.0,2,1.0,82,Private room
23666725,1903.0,4,2.0,528,Entire home/apt
15379999,412.0,1,1.0,249,Private room
42746302,724.0,2,1.0,79,Entire home/apt
1337899353517115312,1547.0,3,1.0,7,Entire home/apt
247543,758.0,1,1.0,162,Entire home/apt
760275198281612184,270.0,1,1.0,0,Private room
1275630646565967474,284.0,1,1.0,5,Private room
41210164,2020.0,4,2.0,122,Entire home/apt
1184360064290696604,695.0,2,1.0,59,Entire home/apt
45684360,5555.0,2,3.0,0,Private room
929895072880882363,770.0,10,2.0,34,Entire home/apt
1362413840589483459,526.0,1,1.0,0,Private room
19555669,984.0,3,2.0,213,Entire home/apt
1224301834569303881,468.0,2,1.0,24,Private room
28306050,492.0,2,1.0,251,Private room
1479335795608707080,846.0,2,1.0,0,Entire home/apt
966732279410844740,342.0,1,1.0,7,Shared room
43872420,966.0,4,1.0,159,Entire home/apt
52883944,1876.0,4,2.0,21,Entire home/apt
1076344888974749234,1512.0,5,2.0,105,Entire home/apt
47272859,2290.0,2,1.0,6,Entire home/apt
1380458054862485007,1494.0,2,1.0,157,Entire home/apt
41407365,577.0,4,1.0,55,Entire home/apt
41980772,810.0,2,1.0,180,Private room
10135808,1245.0,2,1.0,145,Private room
53339536,285.0,1,1.0,49,Private room
1330699112692523739,490.0,2,1.0,20,Private room
34422393,450.0,1,1.0,2,Private room
994401063719235417,1710.0,4,2.0,10,Entire home/apt
695035237195333041,1245.0,3,2.0,27,Entire home/apt
1416056210283627825,720.0,2,1.0,14,Private room
11777100,457.0,1,1.0,41,Private room
1440803263826319433,1430.0,4,2.0,3,Entire home/apt
823400363458892620,1212.0,2,1.0,29,Entire home/apt
821800874619339775,392.0,2,1.0,30,Private room
17765820,1993.0,6,3.0,146,Entire home/apt
972754499696276335,2824.0,6,2.0,125,Entire home/apt
52222774,1404.0,5,2.0,120,Entire home/apt
633233200685325689,2375.0,3,1.0,48,Private room
1329206509904796320,1442.0,3,1.0,188,Entire home/apt
32191613,984.0,5,2.0,125,Entire home/apt
568115054084334193,411.0,2,1.0,23,Private room
878592222657419833,1142.0,2,1.0,53,Entire home/apt
716210455434763065,660.0,2,1.0,157,Entire home/apt
1374797550436255890,373.0,2,1.0,1,Private room
1493847226085960410,945.0,4,2.0,0,Private room
45485297,2854.0,3,1.0,0,Private room
1364779099764046211,2951.0,4,1.0,12,Entire home/apt
1242959272514253610,739.0,4,1.0,54,Entire home/apt
48091497,629.0,5,2.0,109,Entire home/apt
1136361331297674604,297.0,2,1.0,13,Private room
869012972423695142,1069.0,8,3.0,110,Entire home/apt
1006144100622695961,1354.0,6,2.0,101,Entire home/apt
1450290478323189423,149.0,1,1.0,65,Shared room
822665934321918162,1080.0,2,1.0,6,Entire home/apt
1399625651589273859,1127.0,2,1.0,0,Private room
41817727,602.0,2,1.0,94,Private room
21537408,515.0,2,1.0,78,Entire home/apt
1485654695858992322,1047.0,3,2.0,0,Entire home/apt
949262729131783489,774.0,2,1.0,34,Entire home/apt
1511107122176892032,279.0,6,1.0,0,Shared room
23201466,1200.0,4,2.0,18,Entire home/apt
1178252325350738942,1636.0,2,1.0,27,Entire home/apt
981183268336772147,1136.0,4,2.0,3,Entire home/apt
42297422,969.0,3,1.0,199,Entire home/apt
1224524249679754817,4148.0,10,3.0,74,Entire home/apt
13545303,723.0,2,1.0,17,Private room
19141277,813.0,4,1.0,130,Entire home/apt
16901291,960.0,1,2.0,2,Entire home/apt
9644862,402.0,2,1.0,211,Private room
1066759449856779070,1295.0,4,2.0,37,Entire home/apt
764356078291499930,1908.0,4,2.0,19,Entire home/apt
49658571,2154.0,7,2.0,141,Entire home/apt
1348583596843593923,732.0,2,1.0,8,Private room
761617463358327640,600.0,1,4.0,0,Private room
715844277200756564,1215.0,4,2.0,21,Entire home/apt
958948493238958556,1554.0,4,2.0,3,Entire home/apt
34337140,1493.0,2,1.0,156,Private room
1498732300462768685,955.0,4,1.0,3,Private room
1433082429691542408,1284.0,2,1.0,53,Entire home/apt
40840320,2450.0,4,2.0,10,Entire home/apt
1405829892055200262,450.0,2,1.0,0,Private room
869628693528950674,1700.0,6,2.0,57,Entire home/apt
1118182953815153769,13743.0,6,3.0,0,Hotel room
1512495249837335490,7990.0,2,1.0,0,Private room
1400286777575869464,2579.0,4,2.0,4,Entire home/apt
43835053,564.0,2,1.0,11,Private room
1340718218847138179,3252.0,2,1.0,0,Entire home/apt
50002228,404.0,1,1.0,44,Private room
21379100,927.0,2,1.0,85,Entire home/apt
1370386209960456090,1900.0,6,3.0,4,Entire home/apt
31057449,401.0,1,1.0,39,Private room
17589764,1097.0,2,1.0,79,Private room
38551085,270.0,1,1.0,210,Private room
53362117,650.0,5,2.0,12,Entire home/apt
636261314150465279,652.0,2,1.0,31,Private room
1496050691609503611,879.0,2,1.0,5,Entire home/apt
715991500135826440,925.0,2,1.0,120,Entire home/apt
1004330056012187269,623.0,1,1.0,2,Private room
1456685576447090973,703.0,1,1.0,0,Private room
1480170024269697743,720.0,3,2.0,2,Entire home/apt
1260423099575484888,3240.0,4,1.0,0,Entire home/apt
1329046844468546167,3500.0,3,1.0,4,Entire home/apt
48593266,900.0,4,2.0,29,Entire home/apt
1239789705247117176,1267.0,8,2.0,49,Entire home/apt
1011668880897204821,701.0,3,1.0,2,Private room
1447400060224795319,328.0,6,1.0,2,Shared room
19212637,1059.0,4,2.0,39,Entire home/apt
856606055642283310,782.0,2,1.0,29,Entire home/apt
858316162544114918,1216.0,2,1.0,17,Entire home/apt
51967919,574.0,3,1.0,33,Entire home/apt
26357360,280.0,1,1.0,8,Private room
1226797103170055894,2222.0,4,2.0,29,Entire home/apt
1111887698385033635,283.0,8,1.0,3,Shared room
50547968,1037.0,2,1.0,66,Entire home/apt
41467721,884.0,6,2.0,110,Entire home/apt
50893960,1050.0,1,1.0,22,Private room
38695303,1150.0,6,2.0,76,Entire home/apt
659450495566020338,1105.0,4,1.0,166,Entire home/apt
44022176,172.0,1,1.0,4,Shared room
695930974301649289,1311.0,4,2.0,42,Entire home/apt
40650243,434.0,1,1.0,155,Private room
1493729953719819859,1286.0,4,2.0,3,Entire home/apt
833256351735768979,939.0,5,2.0,51,Entire home/apt
1448088136252132786,671.0,2,1.0,0,Private room
1443557227457192417,1653.0,2,1.0,2,Private room
1295653749122395267,963.0,4,1.0,59,Entire home/apt
15802108,710.0,2,1.0,43,Entire home/apt
16612070,509.0,2,1.0,384,Private room
1376203490502635708,688.0,1,1.0,13,Private room
53849644,1083.0,2,1.0,10,Private room
1459453115331627944,2090.0,2,2.0,1,Entire home/apt
831198708892482860,1293.0,4,1.0,18,Entire home/apt
39420301,450.0,2,1.0,0,Private room
1437150278623382591,2060.0,2,1.0,0,Entire home/apt
596608749352678849,1368.0,10,3.0,59,Entire home/apt
44668796,402.0,1,1.0,4,Private room
1436260921990747243,590.0,1,1.0,7,Private room
1333394334517366169,960.0,1,1.0,0,Private room
1210388736168138440,810.0,2,1.0,79,Entire home/apt
26082350,480.0,2,1.0,55,Entire home/apt
38839696,3306.0,6,2.0,32,Entire home/apt
37662209,1127.0,6,2.0,594,Entire home/apt
1506168015716130126,810.0,2,1.0,0,Entire home/apt
1192760065779233448,1045.0,2,1.0,4,Entire home/apt
1010256346902636580,1143.0,4,1.0,133,Entire home/apt
1054441434817978054,554.0,2,1.0,0,Entire home/apt
52509551,580.0,1,1.0,132,Private room
12186878,765.0,2,1.0,28,Private room
1416822871059812288,434.0,1,1.0,0,Private room
1248813281313438710,3176.0,2,1.0,53,Entire home/apt
1496991029773899444,1150.0,2,1.0,0,Private room
1029456022380305722,338.0,2,1.0,85,Private room
645762241515520793,1381.0,4,2.0,147,Entire home/apt
1043664413853051662,855.0,4,1.0,263,Entire home/apt
900209882901595422,3705.0,5,2.0,5,Entire home/apt
989281984005023975,4034.0,6,3.0,16,Entire home/apt
1472049926889419815,240.0,1,1.0,9,Shared room
1436937707272059575,312.0,1,1.0,0,Shared room
29308980,340.0,2,1.0,17,Entire home/apt
1057414356196549962,2215.0,5,2.0,1,Private room
787738990517185768,600.0,1,1.0,59,Private room
45485116,4351.0,3,1.0,0,Private room
1380078133233585883,4565.0,12,6.0,4,Entire home/apt
32789000,1455.0,4,2.0,132,Entire home/apt
894998069071121800,1362.0,4,2.0,103,Entire home/apt
53008745,224.0,1,1.0,31,Private room
23400353,686.0,3,2.0,52,Entire home/apt
42668576,1758.0,2,1.0,209,Entire home/apt
42517510,4987.0,11,3.0,23,Entire home/apt
1262541178149720839,760.0,2,1.0,1,Private room
1395148742407499118,359.0,1,0.0,1,Entire home/apt
1235420996563454770,2359.0,5,2.0,16,Entire home/apt
1150758826668375730,1237.0,2,1.0,15,Entire home/apt
1333468728118996468,1020.0,3,1.0,8,Entire home/apt
1056063297781262494,765.0,5,2.0,5,Entire home/apt
29825657,626.0,2,0.0,26,Entire home/apt
1314738308956138409,324.0,2,1.0,41,Private room
46946843,475.0,2,1.0,110,Private room
865166826735701552,1400.0,2,1.0,10,Private room
12494707,978.0,4,1.0,123,Entire home/apt
53642576,525.0,2,1.0,400,Entire home/apt
53528952,1180.0,4,2.0,205,Entire home/apt
7984365,1146.0,4,2.0,175,Entire home/apt
847189528609425650,965.0,3,1.0,58,Entire home/apt
45811052,1295.0,4,2.0,179,Entire home/apt
1217730254452301162,456.0,2,1.0,46,Entire home/apt
31832246,976.0,3,1.0,107,Entire home/apt
1390273520888495115,1704.0,2,1.0,15,Entire home/apt
647945402687985487,714.0,2,1.0,177,Entire home/apt
8100204,841.0,2,1.0,97,Entire home/apt
